federal_action_obligation,total_dollars_obligated,total_outlayed_amount_for_overall_award,current_total_value_of_award,awarding_agency_name,awarding_office_name,funding_agency_name,funding_office_name,recipient_name,recipient_city_name,recipient_county_name,recipient_state_name,primary_place_of_performance_country_name,transaction_description,prime_award_base_transaction_description,action_type,product_or_service_code_description,naics_description,recovered_materials_sustainability_code,domestic_or_foreign_entity,small_business_competitiveness_demonstration_program,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,emerging_small_business,us_federal_government,federally_funded_research_and_development_corp,federal_agency,usaspending_permalink
0.0,37797625.5,8142214.85,39327604.72,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 10 (FUNDING OFFICE),CDM FEDERAL PROGRAMS CORPORATION,FAIRFAX,FAIRFAX,VIRGINIA,UNITED STATES,R10 DES - PORTLAND HARBOR SUPERFUND SITE (PHSS) REMEDIAL DESIGN SERVICES MOD P00017: CHANGE TASK ORDER CONTRACTING OFFICER REPRESENTATIVE AND INVOICE APPROVER,R10 DES - PORTLAND HARBOR SUPERFUND SITE REMEDIAL DESIGN SERVICES,OTHER ADMINISTRATIVE ACTION,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0720F0078_6800_68HE0318D0003_6800/
-799.05,25394536.28,-952.03,36586070.0,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,DURHAM,NORTH CAROLINA,UNITED STATES,"SUPPORT FOR THE METALS, MINERALS AND ENERGY SECTOR","SUPPORT FOR THE METALS, MINERALS AND ENERGY SECTOR",OTHER ADMINISTRATIVE ACTION,SPECIAL STUDIES/ANALYSIS- REGULATORY,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_EPD11084_6800_-NONE-_-NONE-/
773095.99,36542995.41,7316974.4,36542995.41,Environmental Protection Agency,REGION 6 CONTRACTING OFFICE,Environmental Protection Agency,REGION 6 (FUNDING OFFICE),WESTON SOLUTIONS INC,PLANO,COLLIN,TEXAS,UNITED STATES,"SUPERFUND TECHNICAL ASSESSMENT RESPONSE TEAM, EMERGENCY RESPONSE TASK ORDER MODIFICATION P00047 - INCREMENTAL FUNDING MOD","IGF::CL,CT::IGF, SUPERFUND TECHNICAL ASSESSMENT RESPONSE TEAM, EMERGENCY RESPONSE TASK ORDER",FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_0001_6800_EPS51702_6800/
3654529.99,36241611.32,23862452.43,36241611.32,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"KEMRON/ARROWHEAD JV, LLC",ATLANTA,FULTON,GEORGIA,UNITED STATES,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1 & OU2 SPRING CITY/SPURGEON SUBDISTRICT: MODIFICATION P00033 - CHANGE ORDER TO INCREASE SUB-CLINS THAT REQUIRE ADDITION OF QUANTI,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1&OU2 SPRING CITY/SPURGEON SUBDISTRICT - AWARD,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0720F0159_6800_68HERH19D0012_6800/
0.0,35681873.77,34830121.24,35681873.77,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"J. F. BRENNAN COMPANY, INC.",LA CROSSE,LA CROSSE,WISCONSIN,UNITED STATES,SPIRIT LAKE PHASE III TASK ORDER UNDER GLNPO-RRS MATOC - MOD 05,SPIRIT LAKE PHASE III TASK ORDER UNDER GLNPO-RRS MATOC,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,E,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0071_6800_68HE0521D0002_6800/
0.0,34042193.57,,34042193.57,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFFICE OF ENVIRONMENTAL JUSTICE AND EXTERNAL CIVIL RIGHTS (OEJECR),"ENDYNA, INC.",MC LEAN,FAIRFAX,VIRGINIA,UNITED STATES,"THIS MODIFICATION ADDS AN ALTERNATE TOCOR  BPAS 68HERH22A0018 THROUGH 68HERH22A0029. THIS IS A NEW COMPETITIVE EARTH T&M/FFP HYBRID CALL ORDER FOR OEJECR ENTITLED, ""TECHNICAL ASSISTANCE FOR GRANT APPLICANTS/RECIPIENTS AND ADMINISTRATIVE SU","BPAS 68HERH22A0018 THROUGH 68HERH22A0029. THIS IS A NEW COMPETITIVE EARTH T&M/FFP HYBRID CALL ORDER FOR OEJECR ENTITLED, ""TECHNICAL ASSISTANCE FOR GRANT APPLICANTS/RECIPIENTS AND ADMINISTRATIVE SUPPORT TO EPA UNDER THE CLEAN AIR ACT SECTION",OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0023_6800_68HERH22A0025_6800/
34042193.57,34042193.57,,34042193.57,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"ENDYNA, INC.",MC LEAN,FAIRFAX,VIRGINIA,UNITED STATES,"BPAS 68HERH22A0018 THROUGH 68HERH22A0029. THIS IS A NEW COMPETITIVE EARTH T&M/FFP HYBRID CALL ORDER FOR OEJECR ENTITLED, ""TECHNICAL ASSISTANCE FOR GRANT APPLICANTS/RECIPIENTS AND ADMINISTRATIVE SUPPORT TO EPA UNDER THE CLEAN AIR ACT SECTION","BPAS 68HERH22A0018 THROUGH 68HERH22A0029. THIS IS A NEW COMPETITIVE EARTH T&M/FFP HYBRID CALL ORDER FOR OEJECR ENTITLED, ""TECHNICAL ASSISTANCE FOR GRANT APPLICANTS/RECIPIENTS AND ADMINISTRATIVE SUPPORT TO EPA UNDER THE CLEAN AIR ACT SECTION",,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0023_6800_68HERH22A0025_6800/
256446.62,23951830.13,19647425.71,32614096.65,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),SYSTALEX CORPORATION,ROCKVILLE,MONTGOMERY,MARYLAND,UNITED STATES,EPA OW OGWDW DWPD IT SYSTEMS SUPPORT SERVICES (DWPD IT SYSTEMS SUPPORT SERVICES) P00048 - INCREMENTAL FUNDING,EPA OW OGWDW DWPD IT SYSTEMS SUPPORT SERVICES (DWPD IT SYSTEMS SUPPORT SERVICES),FUNDING ONLY ACTION,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD21F0106_6800_47QTCA20D0006_4732/
721455.29,24673285.42,19647425.71,32614096.65,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),SYSTALEX CORPORATION,ROCKVILLE,MONTGOMERY,MARYLAND,UNITED STATES,EPA OW OGWDW DWPD IT SYSTEMS SUPPORT SERVICES (DWPD IT SYSTEMS SUPPORT SERVICES) P00049 - INCREMENTAL FUNDING,EPA OW OGWDW DWPD IT SYSTEMS SUPPORT SERVICES (DWPD IT SYSTEMS SUPPORT SERVICES),FUNDING ONLY ACTION,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD21F0106_6800_47QTCA20D0006_4732/
503656.1,32587081.33,23862452.43,32587081.33,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"KEMRON/ARROWHEAD JV, LLC",ATLANTA,FULTON,GEORGIA,UNITED STATES,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1 & OU2 SPRING CITY/SPURGEON SUBDISTRICT: MODIFICATION P00032 - CHANGE ORDER TO INCREASE SUB-CLINS THAT REQUIRE ADDITION OF QUANTI,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1&OU2 SPRING CITY/SPURGEON SUBDISTRICT - AWARD,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0720F0159_6800_68HERH19D0012_6800/
359972.7,32337472.65,29177818.09,32337472.65,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"J. F. BRENNAN COMPANY, INC.",LA CROSSE,LA CROSSE,WISCONSIN,UNITED STATES,MUNGER LANDING RA TASK ORDER UNDER GLNPO-RRS MATOC - MOD P00009,MUNGER LANDING RA TASK ORDER UNDER GLNPO-RRS MATOC,CHANGE ORDER,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,E,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0072_6800_68HE0521D0002_6800/
0.0,32150467.6,11584018.08,32150467.6,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"CH2M HILL, INC",GREENWOOD VILLAGE,ARAPAHOE,COLORADO,UNITED STATES,REMEDIAL ACTION (RA) AT THE VELSICOL BURN PIT SITE - (TASK 0008.2) RA IMPLEMENTATION OPERATIONS AND SUBCONTRACTORS. UPDATE ALT TOCOR AND PO.,STAND-ALONE SITE SPECIFIC CONTRACT FOR REMEDIAL ACTION (RA) AT THE VELSICOL BURN PIT SITE LOCATED IN MICHIGAN,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523C0001_6800_-NONE-_-NONE-/
158305.63,32150467.6,11584018.08,32150467.6,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"CH2M HILL, INC",GREENWOOD VILLAGE,ARAPAHOE,COLORADO,UNITED STATES,REMEDIAL ACTION (RA) AT THE VELSICOL BURN PIT SITE - (TASK 0008.2) RA IMPLEMENTATION OPERATIONS AND SUBCONTRACTORS.  RFI 2,STAND-ALONE SITE SPECIFIC CONTRACT FOR REMEDIAL ACTION (RA) AT THE VELSICOL BURN PIT SITE LOCATED IN MICHIGAN,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523C0001_6800_-NONE-_-NONE-/
341007.79,32083425.23,23862452.43,32083425.23,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"KEMRON/ARROWHEAD JV, LLC",ATLANTA,FULTON,GEORGIA,UNITED STATES,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1 & OU2 SPRING CITY/SPURGEON SUBDISTRICT: MODIFICATION P00031 - CHANGE ORDER TO INCREASE SUB-CLINS THAT REQUIRE ADDITION OF QUANTI,REMEDIAL ACTION FRAMEWORK (RAF)/REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - NEWTON COUNTY MINE TAILINGS OU1&OU2 SPRING CITY/SPURGEON SUBDISTRICT - AWARD,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0720F0159_6800_68HERH19D0012_6800/
0.0,31977499.95,29177818.09,31977499.95,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"J. F. BRENNAN COMPANY, INC.",LA CROSSE,LA CROSSE,WISCONSIN,UNITED STATES,MUNGER LANDING RA TASK ORDER UNDER GLNPO-RRS MATOC - MOD P00008,MUNGER LANDING RA TASK ORDER UNDER GLNPO-RRS MATOC,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,E,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0072_6800_68HE0521D0002_6800/
10000000.0,31972439.68,19786654.3,31972439.68,Environmental Protection Agency,REGION 4 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),"KEMRON ENVIRONMENTAL SERVICES, INC.",ATLANTA,FULTON,GEORGIA,UNITED STATES,MISSISSIPPI PHOSPHATE SITE WATER TREATMENT SYSTEM. FUNDING ONLY.,MISSISSIPPI PHOSPHATE SITE WATER TREATMENT SYSTEM. SSID: B45U,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0422F0011_6800_68HE0421D0016_6800/
-0.1,27933482.86,1570961.51,30768549.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"NORESCO, LLC",WESTBOROUGH,WORCESTER,MASSACHUSETTS,UNITED STATES,"ESPC FOR USEPA FACILITY IN ANN ARBOR, MI - CLOSEOUT",,CLOSE OUT,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",ENGINEERING SERVICES,C,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_CCO00199809D68C98091_6800_-NONE-_-NONE-/
1300459.91,29976751.42,17587486.66,29976751.42,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"THE PURPOSE OF THIS MODIFICATION IS TO EXTEND THE PERIOD OF PERFORMANCE, ADD FUNDS, AND INCREASE THE TOTAL APPROVED BUDGET OF THIS TASK ORDER.  FEMA MA 4724-DR-HI-EPA-02",NEW TASK ORDER; 2023 MAUI FIRES;  FEMA MA 4724-DR-HI-EPA-02;  EMERGENCY AND RAPID RESPONSE SERVICES (ERRS) RELATED TO THE RELEASE OF HAZARDOUS SUBSTANCES/WASTES/CONTAMINANTS/MATERIALS AND PETROLEUM PRODUCTS/OIL IN EPA REGION 9,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0079_6800_68HE0919D0001_6800/
-3513.1,29412911.15,5701560.78,29412911.15,Environmental Protection Agency,REGION 3 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,"EMERGENCY AND RAPID RESPONSE SERVICES, LOWER DARBY CREEK AREA, OPERABLE UNIT 1, LANDFILL REMEDIAL ACTION","EMERGENCY AND RAPID RESPONSE SERVICES, LOWER DARBY CREEK AREA, OPERABLE UNIT 1, LANDFILL REMEDIAL ACTION",FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0318F0472_6800_EPS31703_6800/
4022045.87,28676291.51,17587486.66,28676291.51,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDS AND INCREASE THE TOTAL APPROVED BUDGET OF THIS TASK ORDER.  FEMA MA 4724-DR-HI-EPA-02,NEW TASK ORDER; 2023 MAUI FIRES;  FEMA MA 4724-DR-HI-EPA-02;  EMERGENCY AND RAPID RESPONSE SERVICES (ERRS) RELATED TO THE RELEASE OF HAZARDOUS SUBSTANCES/WASTES/CONTAMINANTS/MATERIALS AND PETROLEUM PRODUCTS/OIL IN EPA REGION 9,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0079_6800_68HE0919D0001_6800/
0.0,28676291.51,17587486.66,28676291.51,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDS AND INCREASE THE TOTAL APPROVED BUDGET OF THIS TASK ORDER.  FEMA MA 4724-DR-HI-EPA-02,NEW TASK ORDER; 2023 MAUI FIRES;  FEMA MA 4724-DR-HI-EPA-02;  EMERGENCY AND RAPID RESPONSE SERVICES (ERRS) RELATED TO THE RELEASE OF HAZARDOUS SUBSTANCES/WASTES/CONTAMINANTS/MATERIALS AND PETROLEUM PRODUCTS/OIL IN EPA REGION 9,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0079_6800_68HE0919D0001_6800/
0.0,25949122.53,10217569.79,25949122.53,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,REGION 6 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,"RES TASK ORDER TITLE: U.S. EPA REGION 6 AMERICAN CREOSOTE WORKS INC. SUPERFUND SITE REMEDIATION IN WINNFIELD, LOUISIANA THE PURPOSE OF THIS ADMINISTRATIVE MODIFICATION NO. 5 IS TO CHANGE END DATES WITHIN THE AGENCY'S CONTRACT AUTHORING SYSTEM B","REMEDIAL ACTION FRAMEWORK (RAF / REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - U.S. EPA REGION 6 AMERICAN CREOSOTE WORKS INC. SUPERFUND SITE REMEDIATION IN WINNFIELD, LOUISIANA",OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH22F0308_6800_68HERH19D0008_6800/
0.0,23996369.06,2319361.78,25918729.01,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),ARCTIC SLOPE MISSION SERVICES LLC,BELTSVILLE,PRINCE GEORGE'S,MARYLAND,UNITED STATES,"MOD P00075 - THIS MODIFICATION IS TO SHIFT FUNDS FROM OY5 TO OY4.  DOCKET SERVICES, INFORMATION MANAGEMENT CENTER SERVICES (IMCS IV) TASK ORDER",IGF::OT::IGF IMCS IV TASK ORDER 46 FOR EPA DOCKET CENTER SERVICES,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",C,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_0046_6800_EPW17011_6800/
0.0,25220764.22,11021527.27,25220764.22,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),ARROWHEAD CONTRACTING INC,LENEXA,JOHNSON,KANSAS,UNITED STATES,MODIFICATION TO CHANGE OR ADD THE FOLLOWING.,CONTRACT THROUGH AMRCS FOR  RESPONSE ACTIVITIES TO ADDRESS CONTAMINATED SOIL REMOVAL AND DISPOSAL AT THE COVE TRANSFER STATION (CTS) COMPLEX,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0004_6800_68HE0921D0003_6800/
0.0,25220764.22,11021527.27,25220764.22,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),ARROWHEAD CONTRACTING INC,LENEXA,JOHNSON,KANSAS,UNITED STATES,"MODIFICATION TO INCREASE AND DECREASE QUANTITIES FOR TASKS 3.1, 4.1, 4.2, 4.3, 5.1, 5.2",CONTRACT THROUGH AMRCS FOR  RESPONSE ACTIVITIES TO ADDRESS CONTAMINATED SOIL REMOVAL AND DISPOSAL AT THE COVE TRANSFER STATION (CTS) COMPLEX,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0004_6800_68HE0921D0003_6800/
744271.6,22847961.47,9401921.6,24813748.6,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),DIVERSIFIED PROTECTION CORP,DANIEL ISLAND,BERKELEY,SOUTH CAROLINA,UNITED STATES,SECURITY MANAGEMENT SERVICES - EPA CINCINNATI  P00037 EXTEND AND FUND THE PERIOD OF PERFORMANCE FOR TWO MONTHS,SECURITY MANAGEMENT SERVICES - EPA CINCINNATI,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,SECURITY GUARDS AND PATROL SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0C18F0866_6800_GS07F120GA_4732/
